title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
The Pattern of Cultural Groups in Worcester ,"Local geographic landscapes and social conditions of various ethnic groups in Worcester, Massachusetts. Author's 1955 article in the journal Economic Geography, ""Mapping Cultural Groups in an American Industrial City,"" is based on the research conducted for this dissertation.","Creveling, Harold Franklin",,,1951,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/31005518"">31005518</a>","20th century; Worcester, Massachusetts",,,,,,,,,,,169,"Worcester, Massachusetts",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=cUSgNwAACAAJ"">The Pattern of Cultural Groups in Worcester</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/482a0c86756ce1969733a2405ba6fe88.jpg,Community: Customs and Social Life;Demography;Ethnicity and Collective Identity;Geography;Labor History;Massachusetts;Nonfiction -- Anthropology;Nonfiction -- History -- Labor and Social;Nonfiction -- History -- Local;Nonfiction -- Social Sciences;Religion;Social History;Worcester MA,Thèses & Dissertations
"Continuity and Disruption : Working-Class Community in Lynn and Fall River, Massachusetts, 1880-1950 ","From a review of by Donald H. Stewart, SUNY Cortland, on the later text based on this dissertation's research: ""Cumbler concentrates on two Massachusetts cities - Lynn, a late-nineteenth century shoe manufacturing center, and Fall River, a leading textile producer. Contradicting historians who argue that upward mobility and ethnic competition prevented American coherent class solidarity, he finds much of it in both municipalities.""","Cumbler, John Taylor, Jr.",,,1974,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/3420030"">3420030</a>","1880-1950; Fall River, Lynn, Massachusetts",,,,,,,,,,,336,"Ann Arbor, Michigan",,,,,,"<div class=""element-text""><a href=""http://www.jstor.org/stable/1043215"">http://www.jstor.org/stable/1043215</a> (read a review of the text here)</div>;<div class=""element-text""><a href=""http://books.google.com/books?id=G-axAAAAIAAJ"">Continuity and Disruption...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/29bebf55798454a67ed1856af249cac3.jpg,Boston MA;Bowenville MA;Business and Economics;Community: Customs and Social Life;Ethnicity and Collective Identity;Fall River MA;Government and Politics;Labor History;Lynn MA;Massachusetts;Mills and Mill Work;Nonfiction;Nonfiction -- History -- Labor and Social;Quequechan River Valley;Social History,Thèses & Dissertations
"Structure and Strategy : French-Canadians in Central New England, 1850-1900 ","Fitchburg and Worcester, Massachusetts, as cities atypical of Franco American communities in the 19th century. Focuses on the specific industries, demography, and institutional developments in these cities that serve to break the better-known pattern model of what is known as ""the New England mill town."" From the author: ""[This study] uses an ecological approach to explore the occupational make-up, settlement patterns, institutional development, and demographic tendencies of the French-Canadians in these two industrially diversified cities as compared to 'Spindle Cities'....This is a departure from standard works on Franco-Americans....It examines a region and its social groups to see middle range social phenomena.""","Dauphinais, Paul Raymond",,,1991,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/27298873"">27298873</a>","20th century; Fitchburg, Worcester, Massachusetts",,,,,,,,,,,294,"Orono, Maine",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=p46UmwEACAAJ"">Structure and Strategy...</a> @ Google Books</div>;<div class=""element-text""><a href=""http://www.library.umaine.edu/theses/theses.asp?Cmd=abstract&amp;ID=MARC1438"">Structure and Strategy...</a> @ Fogler Library, UMaine</div>",,,,,https://francolibrary.com/archive/files/0eb69d9de87ff5e567ac609b33f04f92.jpg,Acculturation and Assimilation;Business and Economics;Community: Customs and Social Life;Demography;Emigration and Immigration;Fitchburg MA;Geography;New England;Nonfiction;Nonfiction -- History -- Labor and Social;Worcester MA,Thèses & Dissertations
An Exploration into the Health and Illness Beliefs of a Franco-American Community : The Description of a Clinical Reality ,"From the author: ""The purpose of this thesis was to explore and describe the health and illness beliefs of a Franco-American community in Northern Maine. A major assumption of this study was that culture impacts all aspects of life and therefore determines how we define health and illness.  The ethnographic inquiry provided an exhaustive description of health and illness experiences of selected members within the community and, through contextual analysis, allowed inductive identification of patterns within the group. Major themes emerged in the areas of health beliefs (functional and subjective health definitions), health behaviors (approach and avoidance behaviors), illness beliefs (susceptibilities and vulnerabilities), illness behaviors (home-care and cues to action) and clinical reality. The subsequent ethnographic record provided a rich description of the health and illness beliefs of a Franco-American community and allowed a glimpse into the clinical reality shared by its members.""","Desjardins, Lise A.",,,1995,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/34127818"">34127818</a>","20th century; Old Town, Maine",,,,,,,,,,,83,"Orono, Maine",,,,,,"<div class=""element-text""><a href=""http://www.library.umaine.edu/theses/theses.asp?Cmd=abstract&amp;ID=MARC0749"">An Exploration...</a> @ Fogler Library, UMaine</div>;<div class=""element-text""><a href=""http://books.google.com/books?id=jiF8NAEACAAJ"">An Exploration...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/2a8c23898749a1ed0b727190ac9e5af6.jpg,Alcohol and Drugs;Canada;Community: Customs and Social Life;Death and Disaster;Ethnicity and Collective Identity;Folklore;Food;French Island ME;German Americans;Health and Wellness;Indian Island ME;Irish Americans;Italian Americans;Nonfiction;Nonfiction -- Science and Medicine;Nonfiction -- Social Sciences;Old Town ME;Pownal ME;Religion,Thèses & Dissertations
The Franco-Americans of New Hampshire : A Case Study of Ethnicity and Social Stratification ,Exploration of the relationship between Franco-American ethnicity and socioeconomic status in the state of New Hampshire. Doane's research revolves around questions of class characteristics and ethnic group interests.,"Doane, Ashley W., Jr",,,1983,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/10353021"">10353021</a>",20th century; New Hampshire,,,,,,,,,,,193,"Durham, New Hampshire",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=syX0NwAACAAJ"">The Franco-Americans of New Hampshire...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/c2888b517f50f4220e76e4ec07e76842.jpg,Business and Economics;Community: Customs and Social Life;Ethnicity and Collective Identity;Labor History;Mills and Mill Work;New Hampshire;Nonfiction;Nonfiction -- Social Sciences;Nonfiction -- Sociology,Thèses & Dissertations
"French-Canadian Beginnings in an American Community : Lowell, Massachusetts, 1868-1886 ","Ph. D. thesis on nineteenth-century immigration and the early development of the French-Canadian community of Lowell, Massachusetts - a significant city in post-bellum, industrial northeastern America.","Early, Frances H.",Full text,,1979,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/9903408"">9903408</a>","1868-1886; Lowell, Massachusetts",,,,,,,,,,,282,,,,,,,"<div class=""element-text""><a href=""http://spectrum.library.concordia.ca/3320/"">French-Canadian Beginnings...</a> @ Concordia University</div>",,,,,https://francolibrary.com/archive/files/c6345a3d49e650964816bdf4cd84aee4.jpg,Community: Customs and Social Life;Demography;Emigration and Immigration;Ethnicity and Collective Identity;Family;Labor History;Lowell MA;Mills and Mill Work;Nonfiction;Nonfiction -- History -- Labor and Social;Nonfiction -- Immigration;Québec;Religion;Social History;United States,Thèses & Dissertations
Growing Up a Franco-American : The Social and Academic Effects of Bilingual Education in Northern Vermont ,"From Edwards: ""A French-English bilingual education programme in Northern Vermont was studied to investigate its effects upon the French-speaking children. Data was presented showing the decline in French usage in the area, and the gradual assimilation of the French families into the American mainstream. Against this background, the program was seen to have helped the French pupils in academic performance compared both with their English schoolmates and with pre-programme French children. It was also shown that the programme did not have much impact outside the schools upon language usage or maintenance nor, it was argued, would this have been a realistic aim. However, in the terms ot the Act under which the programme operated, the programme was successtul - a considerable achievement in view of the generally bleak record of intervention programmes.""","Edwards, John R.",Full text,,1973,,en; fr,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/61546613"">61546613</a>",20th century; Vermont,,,,,,,,,,,160,,,,,,,"<div class=""element-text""><a href=""http://digitool.Library.McGill.CA:80/R/-?func=dbin-jump-full&amp;object_id=68957&amp;silo_library=GEN01"">Growing Up a Franco-American...</a> @ McGill University</div>;<div class=""element-text""><a href=""http://books.google.com/books?id=ZC7GmQEACAAJ"">Growing Up a Franco-American...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/a797dc5996c2fc942f4e1d3e6a868e11.jpg,Acculturation and Assimilation;Berlin NH;Demography;Education;Emigration and Immigration;Essex County VT;Fall River MA;Holland VT;Island Pond VT;Language and Linguistics;Lewiston ME;Manchester NH;New England;Nonfiction;Nonfiction -- Education;Nonfiction -- Psychology;Nonfiction -- Social Sciences;Orleans County VT;Québec;Vermont;Youth,Thèses & Dissertations
"Construction, Perpetuation and Unraveling of a Community : The Franco Americans of Manchester, New Hampshire, 1870 to the Present","Printed in 1987, Fahey's 1974 undergraduate thesis focuses on the history of Franco Americans in Manchester, New Hampshire, their development as a distinctly knit ethnic community, and the eventual softening of the heritage-centered communal bonds that were the trademark of early 20th-century Manchester. Arguments toward French Canadian assimilation in New England.","Fahey, Christine",,,1974,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/17787221"">17787221</a>","1870-1970; Manchester, New Hampshire",,,,,,,,,,,104,"Gambier, Ohio",,,,,,"<div class=""element-text""><a href=""http://consort.library.denison.edu/record=b1930830~S6"">Construction, Perpetuation...</a> @ Kenyon College</div>;<div class=""element-text""><a href=""http://consort.library.denison.edu/record=b1930830~S6"">Construction, Perpetuation...</a> @ Kenyon College</div>",,,,,https://francolibrary.com/archive/files/7bb8bbc28d4df7c03e73910c02074923.jpg,Acculturation and Assimilation;Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;Family;Labor History;Manchester NH;Nonfiction;Nonfiction -- History -- Labor and Social;Québec;Religion,Thèses & Dissertations
"The French Canadian Community of Waterville, Maine ","From the text: ""While there have been a number of books and articles on the French Canadians in New England, very little has been written about the French Canadians in Maine. This thesis presents a study of a typical Maine French Canadian community, that of Waterville.  It covers their early settlement in the area, the part played by the church and the schools, and their role in the life of the city."" This text also includes a 77-page index of names of members of the Waterville Franco-American community up to 1951 (baptisms, politicians, religious leaders, businesspersons, attorneys, military personnel, etc.)","Fecteau, Albert",,,1952,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/6965308"">6965308</a>","1840-1950; Waterville, Maine",,,,,,,,,,,380,"Orono, Maine",,,,,,"<div class=""element-text""><a href=""http://ursus.maine.edu/record=b1096700~S1"">The French Canadian Community...</a> @ Fogler Library, UMaine</div>;<div class=""element-text""><a href=""http://books.google.com/books?id=sYcXnQEACAAJ"">The French Canadian Community...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/8c06329381131b86c13886b29be91875.jpg,Art and Architecture;Business and Economics;Community: Customs and Social Life;Education;Ethnicity and Collective Identity;Government and Politics;Nonfiction;Nonfiction -- History -- Labor and Social;Religion;Waterville ME,Thèses & Dissertations
"Neither Peasants Nor Frenchmen : Racialization, Immigration, and Industrialization in the Franco-American Community of Manchester, New Hampshire, 1880-1930 ","From the author: ""In this thesis, I examine how the processes of racialization, immigration, and industrialization caused the emergence of two divergent definitions of ethnic identity in the FrenchCanadian community of Québec and the FrancoAmerican community of Manchester, New Hampshire between 1880 and 1930.""","Finefrock, Kevin",Full text,,2007,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/278099025"">278099025</a>","1880-1930; Québec; Manchester, New Hampshire",,,,,,,,,,,137,"New London, Connecticut",,,,,,"<div class=""element-text""><a href=""http://digitalcommons.conncoll.edu/histhp/4/"">Neither Peasants Nor Frenchmen...</a> @ Connecticut College</div>",,,,,https://francolibrary.com/archive/files/22f7a6f0cd70318c2530a12c69ed548e.jpg,Acculturation and Assimilation;Emigration and Immigration;Ethnicity and Collective Identity;France;Great Britain;Labor History;Language and Linguistics;Manchang MA;Mills and Mill Work;New England;Nonfiction;Nonfiction -- History -- Economic and Industrial;Nonfiction -- History -- Labor and Social;Nonfiction -- Immigration;Québec;Religion,Thèses & Dissertations
"Tool of Acculturation, Outil de Survivance : Education of French Canadians in Holyoke, Massachusetts, 1880-1920 ","From Fliss: ""Motivated to ensure 'la survivance,' the survival of their religion, language, and culture, French-Canadian immigrants established an extensive private Catholic education system ranging from parish elementary and high schools to boarding schools and colleges in late nineteenth- and early twentieth-century New England. Of these education levels, parish schools reached the largest number of French-Canadian children. In Holyoke, Massachusetts, French-Canadian survivance efforts centered on the education of their children in French-Canadian parish schools however, the parish school performed a dual role for the French Canadians in the context of their cultural transition in New England. French-Canadian culture pervaded the school day with French as a language of instruction, sisters from French-Canadian orders as teachers, religion and Canadian history in the curriculum, and the observance of traditional cultural customs and celebrations. The French-Canadian immigrant community did not anticipate the schools' second role, that of aiding the acculturation of their children into American society. Although these roles seem to be at cross-purposes, they co-existed in New England until the second half of the twentieth century with the weakening of French-Canadian identity, the shortage of teaching sisters, and the closing of ethnic parish schools. The bilingual and bicultural character of the school day, influenced by both assimilation and survivance strategies, contributed to the development of a Franco-American population in Holyoke....""","Fliss, Susan",Preview,,2007,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/222290783"">222290783</a>","1880-1920; Holyoke, Massachusetts",,,,,,,,,,,223,"Orono, Maine",,,,,,"<div class=""element-text""><a href=""http://www.library.umaine.edu/theses/theses.asp?highlight=1&amp;Cmd=abstract&amp;ID=HTY2007-008"">Tool of Acculturation...</a> @ Fogler Library, UMaine<br/></div>",,,,,https://francolibrary.com/archive/files/b6a32b8f611dc9fb1ca79e145602b188.jpg,Acculturation and Assimilation;Business and Economics;Community: Customs and Social Life;Education;Gender and Sexuality;Holyoke MA;Language and Linguistics;Massachusetts;New England;Nonfiction;Nonfiction -- Education;Nonfiction -- History -- Labor and Social;Québec;Religion,Thèses & Dissertations
"From French Canadian to Franco-American : Cultural Survival and Reinvention of Nationality in a Connecticut Yankee Town, 1855-1895 ","From Fluet: ""This dissertation...focuses on the immigrant French Canadians who maintained their cultural identity and embraced American nationality in the Connecticut Yankee town of Putnam in the period of 1855-1895. Few community studies exist for Connecticut in this period of rapid change and industrialization. Northeastern Connecticut, which witnessed the disappearance of Yankee homogeneity, remains unexamined. Putnam, with its large immigrant population, is representative of the area, and of many other smaller mill towns in the northeastern United States, and permits a glimpse of the process whereby French Canadians became Franco-Americans....Three questions drive the inquiry. The first question involves overarching issues of change and inherent community tensions and problems: how did Putnam move from a Connecticut Yankee town to a diverse city? Second, how did the immigrant French Canadians maintain their mentality of la survivance while participating in debates critical to the development of the Putnam community? Third, how did the French Canadian presence in Putnam help to broaden the very meaning of what it meant to be American in the mind of the community?""","Fluet, Gregoire J.",,,2002,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/56843683"">56843683</a>","1855-1895; Putnam, Connecticut",,,,,,,,,,,454,"Worcester, Massachusetts",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=PgQynQEACAAJ"">From French Canadian to Franco-American...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/fbc884126b61d00ecdfbafe552019832.jpg,Acculturation and Assimilation;Brooklyn CT;Community: Customs and Social Life;Connecticut;Criticism and Review;Emigration and Immigration;Ethnicity and Collective Identity;Government and Politics;Labor History;Language and Linguistics;Mills and Mill Work;New England;Nonfiction;Nonfiction -- History -- Labor and Social;Putnam CT,Thèses & Dissertations
