title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
An Analysis of Canadian Bilingual Districts Policy,"A paper looking into the location and development of Bilingual Districts in Canada - meaning, the establishment of outposts of Canadian federal services that can take place in both English and French to serve a population that has significant percentages (greater than a 10% collective) of people who speak one language or the other in the minority. The author evaluates how proclaiming certain districts and not others ""bilingual"" can have an effect on the perception of that region, on the psychology surrounding assimilation, and on the population in that region keen to the language politics active in its surroundings.","Castonguay, Charles",,,1976 Autumn,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/60621291"">60621291</a>","1970s, Québec",,,,,,,,,,,,,,1943-9954,,#2,American Review of Canadian Studies,"<div class=""element-text""><a href=""http://www.acsus.org"">http://www.acsus.org</a></div>",6,,,,https://francolibrary.com/archive/files/f2c901085039ebd5226cc390e956626a.jpg,Demography;Government and Politics;Language and Linguistics;Montréal QC;New Brunswick;Nonfiction;Nonfiction -- Government and Politics;Ontario;Québec,Nonfiction
Review : Backwoods Consumers and Homespun Capitalists : The Rise of a Market Culture in Eastern Canada,"A business review of Beatrice Craig's ""Backwoods Consumers and Homespun Capitalists: The Rise of a Market Culture in Eastern Canada."" The reviewer, Leslie Choquette, author of ""Frenchmen into Peasants: Modernity and Tradition in the Peopling of French Canada"" (Harvard University Press, 1997), is the Director of Assumption College's French Institute.","Choquette, Leslie",,,2010 Spring,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/615119645"">615119645</a>","1700-1850; New England, New Brunswick, Bas-Canada",,,,,,,,,,,,,,0007-6805,,,Business History Review,"<div class=""element-text""><a href=""http://www.hbs.edu/bhr/84/1/"">http://www.hbs.edu/bhr/84/1/</a></div>",84,,,,https://francolibrary.com/archive/files/bcc6a54a3b79d348a6338ea12c6e0b8f.jpg,Acculturation and Assimilation;Aroostook County ME;Business and Economics;Canada;Criticism and Review;Demography;Emigration and Immigration;Farming and Agriculture;Forestry;Fur-trading;Labor History;New Brunswick;New England;Nonfiction;Nonfiction -- History -- Economic and Industrial;St. John River Valley,Nonfiction
By Necessity or by Right : The Language and Experience of Gender at Work,"Article exploring how feminist historiography impacts interpretations of the rise of labour in the US and Canada, recognizing the divisions of gender that are fixed along the North American process of industrialization. From the text: ""It is the purpose of this article to uncover the ways in which these fissures and divisions within class and organized labour either furthered or truncated the political ideal of class unity in Canada's past. How has the consideration of women's work and the problem of how industrialization reinforced cultural constructions of gender outside the workplace offered by historians over the past 25 years in 'Labour/Le Travail' either contributed to or altered the conventional views?""","Christie, Nancy",,,2002 Fall,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/317511047"">317511047</a>","1830-2000; Canada, New England",,,,,,,,,,,,,,0700-3862,,,Labour/Le Travail,"<div class=""element-text""><a href=""http://www.historycooperative.org/journals/llt/50/christie.html"">http://www.historycooperative.org/journals/llt/50/christie.html</a></div>",50,,,,https://francolibrary.com/archive/files/725219cddf3386711d57d39e0144ba20.jpg,Business and Economics;Canada;Criticism and Review;Emigration and Immigration;Family;Gender and Sexuality;Labor History;Lowell MA;Mills and Mill Work;Nonfiction;Nonfiction -- Historiography;Nonfiction -- History -- Labor and Social,Nonfiction
"Agriculture and the Lumberman's Frontier in the Upper St. John Valley, 1800-70","Essay on the interconnection of agriculture and forestry, the farming and lumbering industries, their effects on one another, and their implications on population through the nineteenth century in the St. John River Valley in Maine and New Brunswick.","Craig, Beatrice",,,1988,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/483437383"">483437383</a>;<a href=""http://www.worldcat.org/oclc/80917200"">80917200</a>","1800-1870; New Brunswick, Maine",,,,,,,,,,,,,,0094-5080,,,Journal of Forest History,"<div class=""element-text""><a href=""http://www.jstor.org/stable/4005171"">http://www.jstor.org/stable/4005171</a></div>",32,,,,https://francolibrary.com/archive/files/d295a5bb174f27d94c2dc5e605519a02.jpg,Acadians;Acculturation and Assimilation;Aroostook County ME;Business and Economics;Demography;Emigration and Immigration;Farming and Agriculture;Forestry;Geography;Madawaska ME;Maine;New Brunswick;Nonfiction;Nonfiction -- History -- Economic and Industrial;St. John River Valley,Nonfiction
Reality or Mirage : Franco-American Stereotypes,"A brief discussion of the concept of cultural stereotype, and an historical observation of stereotypes of the Franco American as they have been used historically in different contexts. Extends a discussion of stereotype into the broader domain of cultural exploitiation. Focuses primarily on the Franco Americans of Maine.","Doty, C. Stewart",,,1993 March 25,,,,,,Journal Article,,"1800-1900, Maine",,,,,,,,,,,,,,,,,Les éditions FAROG,"<div class=""element-text""><a href=""http://www.francoamerican.org/academic/Stereotypes_Stewart_Doty.pdf"">http://www.francoamerican.org/academic/Stereotypes_Stewart_Doty.pdf</a> (full text available here)</div>",,,,,,Emigration and Immigration;Ethnicity and Collective Identity;Journalism;Labor History;Language and Linguistics;Maine;New England;Nonfiction;Nonfiction -- Ethnic Studies;Social History,Nonfiction
'Monsieur Maurras est ici' : French Fascism in Franco-American New England,"Essay on the Franco American elite's adopted regard for French fascist politics and sentiment in New England. How WWII heightened political divisions in the United States, and the Franco elite failed to appeal politically to working-class Franco American communities. Includes discussion of 1920s and 30s Franco American political figures, as well as an exploration of the Sentinelle Affair vis-à -vis French fascism.","Doty, C. Stewart",,,1997 October,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/477889483"">477889483</a>",1920-1950; New England,,,,,,,,,,,,,,0022-0094,,4,Journal of Contemporary History,"<div class=""element-text""><a href=""http://www.jstor.org/stable/261114"">http://www.jstor.org/stable/261114</a></div>",32,,,,https://francolibrary.com/archive/files/d512a94ff0c8f3c7e61fac842611651c.jpg,Biddeford ME;Central Falls RI;Chicopee MA;Cohoes NY;Demography;Education;Essay;Ethnicity and Collective Identity;France;Government and Politics;Holyoke MA;Language and Linguistics;Lewiston ME;Lowell MA;Manchester NH;Nashua NH;New England;Nonfiction;Nonfiction -- Government and Politics;Québec;Quinebaug River Valley;Violence;War;Woonsocket RI;Worcester MA,Nonfiction
The Future of the Franco-American Past,"Suggestions of potential topics for future research on Franco Americans. Includes literature, journalism, politics, textile labor history, religious history, and more. From the author: ""Focuses on the history and literature of French Americans of the Quebec diaspora in the United States.  Migration and settling-in process of the diaspora. Participation of French Americans in trade union activities and politics of the country.""... ""This article will review what we have learned...about the history and literature of the Franco-Americans. Then, it will set forth an agenda for future research on Quebec diaspora studies and discuss the scholarly resources for performing that research....In short, if I were twenty years younger, here are some projects my students and I might take on.""","Doty, C. Stewart",Full text,,2000 Spring,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/197430696"">197430696</a>",1850-2000; New England,,,,,,,,,,,,,,1943-9954,,#1,American Review of Canadian Studies,"<div class=""element-text""><a href=""http://www.acsus.org"">http://www.acsus.org</a></div>",30,,,,https://francolibrary.com/archive/files/991151189821ebc50ad4b966bd521de2.jpg,Biddeford ME;Brunswick ME;Central Falls RI;Chicopee MA;Cohoes NY;Criticism and Review;Education;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;Government and Politics;Holyoke MA;Journalism;Labor History;Lewiston ME;Lowell MA;Manchester NH;Mills and Mill Work;Nashua NH;New England;Nonfiction;Nonfiction -- Historiography;Old Town ME;Providence RI;Québec;Quinebaug River Valley;Salem MA;Skowhegan ME;Waltham MA;Woonsocket RI;Worcester MA,Nonfiction
"Robert G. LeBlanc, 1930-2001","Short piece honoring geographer and historian Robert G. LeBlanc, and introducing his two major pieces of scholarship: one on the Acadian migrations, the other on the Québec ties of the New England Franco-American elite.","Doty, C. Stewart",,,2002 Spring/Summer ,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/60628349"">60628349</a>","1930-2001, New Brunswick, New England, Nova Scotia",,,,,,,,,,,,,,,,,Québec Studies,"<div class=""element-text""><a href=""http://www.acqs.org/qc_studies_journal/table_of_contents.html"">http://www.acqs.org/qc_studies_journal/table_of_contents.html</a></div>",33,,,,https://francolibrary.com/archive/files/7e404b76c508f2a51b90a3e51e15fe47.jpg,Acadians;Acculturation and Assimilation;Criticism and Review;Death and Disaster;Education;Emigration and Immigration;Essay;Nashua NH;New England;Nonfiction;Nonfiction -- Geography;Nonfiction -- Historiography;Personal History: Biography and Oral History;Québec,Nonfiction
Franco-Americans and Québécois : Americans Twice Over,"From the author:  ""For the last 25 years, Franco-Americans and Québécois, two branches of the French-Canadian family, have experienced important social and cultural transformations. Although the modernization of Québec society and the redefinition of Franco-American ethnicity contributed initially to the disappearance of relations between the two, a post-Revolution Tranquille perspective brings new possibilities for interaction. Moreover, scrutiny of the experience of French Canadians on this continent opens the door to an understanding of Québec's identity based upon the Americanite of its culture.""","Dupont, Louis",,,1988,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/43321549"">43321549</a>",1960-1988; New England; Québec,,,,,,,,,,,,,,0887-3631,,2,Journal of Cultural Geography,"<div class=""element-text""><a href=""http://www.tandf.co.uk/journals/titles/08873631.asp"">http://www.tandf.co.uk/journals/titles/08873631.asp</a></div>",8,,,,,Ethnicity and Collective Identity;Geography;Language and Linguistics;New England;Nonfiction;Nonfiction -- French in North America;Nonfiction -- Geography;Québec;Social History,Nonfiction
"Mobility Potential and the Quality of Life in Working-Class Lowell, Massachusetts : The French Canadians ca. 1870","Brief essay on quality of working-class life in Lowell, Massachusetts at the end of the nineteenth century, during a period of heavy emigration from French Canada. Includes information on census research concerning French Canadians of that place and period, and discusses how a particularly French-Canadian American working-class developed out of early immigrant ""peasantry.""","Early, Frances H.",Full text,,1977,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/317511047"">317511047</a>","1865-1900; Lowell, Massachusetts",,,,,,,,,,,,,,0700-3862,,,Labour/Le Travail,"<div class=""element-text""><a href=""http://www.jstor.org/stable/25139903"">http://www.jstor.org/stable/25139903</a></div>;<div class=""element-text""><a href=""http://www.lltjournal.ca/index.php/llt/article/viewFile/2344/2752"">http://www.lltjournal.ca/index.php/llt/article/viewFile/2344/2752</a> (full text available here)<br/></div>",2,,,,https://francolibrary.com/archive/files/4c09d0154080d30de0a1a0ef2450edde.jpg,Business and Economics;Demography;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;Labor History;Lowell MA;Mills and Mill Work;Nonfiction;Nonfiction -- History -- Labor and Social;Nonfiction -- Immigration;Social History;Youth,Nonfiction
"""Don't I long for Montreal"" : L'identité hybride d'une jeune migrante franco-américaine pendant la Premieère Guerre mondiale","De Fahri et Frenette: ""Entre juillet 1917 et octobre 1918, Alma Drouin, jeune Franco-Américaine de Laconia, au New Hampshire, séjourne a` Montréal. Ce sont les perspectives de mobilité professionnelle offertes par la métropole du Canada qui l'y ont attirée, ainsi que la vie trépidante qu'elle y percevait. A`partir de sa correspondance et de son journal intime, nous avons tenté de saisir les représentations que se fait Alma de sa vie quotidienne à  Montréal et de comprendre comment cette grande ville fait partie de sa cartographie mentale, qui est plus vaste; Alma Drouin est en fait porteuse d'une identité hybride et d'une conscience transnationale, qui se manifeste notamment par sa participation à  un réseau épistolaire canado-américain. Tout comme son usage de la mobilité géographique à  des fins de mobilité sociale, le réseau épistolaire d'Alma s'inscrit dans une tradition migratoire occidentale et canadienne-francaise. Si elle se construit dans sa correspondance et son journal intime comme une jeune travailleuse autonome, Alma dépend néanmoins d'un important réseau transfrontalier de parents, d'amis et de connaissances."" ","Fahrni, Magdalena;Frenette, Yves",,,2008,,fr,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/424601962"">424601962</a>",1917-18; Montréal; New Hampshire,,,,,,,,,,,,,,0018-2257,,#81,Histoire sociale/Social history,,41,,,,https://francolibrary.com/archive/files/e835db616ea6dc9c7c045163811a0b46.jpg,Emigration and Immigration;Family;Laconia NH;Merrimack River Valley;Montréal QC;New England;Nonfiction;Nonfiction -- History -- Labor and Social;Nonfiction -- Immigration;Personal History: Biography and Oral History;Québec;Religion,Nonfiction
"Canadiens, Acadiens, and Canada : Knowledge and Ethnicity in Labour History",Essay on the relevance of French Canadian immigrant workers in the United States to the history of Canadian labor.  The persistence of an emigrant French Canadian national identity in the United States; convergences of ethnic and class identities.,"Ferland, Jacques",,,2002 Fall,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/317511047"">317511047</a>",1850-1950; Canada; New England,,,,,,,,,,,,,,0700-3862,,,Labour/Le Travail,"<div class=""element-text""><a href=""http://www.historycooperative.org/journals/llt/50/ferland.html"">http://www.historycooperative.org/journals/llt/50/ferland.html</a> (full text available here)</div>",50,,,,https://francolibrary.com/archive/files/69d688bd42433b4bc178d78d48e3eebe.jpg,Biddeford ME;Chicopee MA;Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;Fitchburg MA;Holyoke MA;Labor History;Lowell MA;Marlboro MA;New Bedford MA;Nonfiction;Nonfiction -- History -- Labor and Social;Nonfiction -- Immigration;North Adams MA;Plainfield CT;Québec;Salem MA;Southbridge MA;Suncook NH;Ware MA;Woonsocket RI,Nonfiction
"La genièse d'une communauté canadienne-française en Nouvelle-Angleterre : Lewiston, Maine, 1800-1880","Adapté d'une plus longe forme (1988). D'Erudit: ""Le présent article a pour sujet la genièse d'une communauté canadienne-française en Nouvelle-Angleterre, celle de Lewiston, Maine, avant 1880. L'auteur décrit d'abord la localité à  la veille de l'arrivée des premiers Canadiens français en I860, s'attardant plus particuliièrement aux bouleversements causés par la Révolution industrielle, qui fit de Lewiston un des plus importants centres textiles des États-Unis. Il explique ensuite la nature des migrations canadiennes-françaises au 19e siiècle, et le rôle de premier plan qu'y jouaient la famille et la parenté. De fait, la famille était la cellule de base de la communauté ethnique en formation. L'économie familiale caractérisait les ménages nucléaires et se tissièrent entre ceux-ci et les manufactures de coton des liens étroits et complexes. La parenté aussi avait des fonctions économiques, sociales et psychologiques, facilitant l'adaptation des migrants dans leur nouveau milieu, un milieu ù les conditions d'existence étaient triès précaires. De cette masse de paysans devenu ouvriers émergea une petite-bourgeoisie composée d'hommes d'affaires, de professionnels et de prêtres. Ces hommes utilisièrent leur pouvoir pour intensifier le sentiment religieux de leurs coreligionnaires et pour tenter d'instiller en eux l'idéologie de la survivance culturelle. Certains prirent leur distance de la masse des migrants, alors que d'autres, le curé et les professionnels notamment, travaillièrent à  la création d'un réseau institutionnel centré sur la paroisse, contribuant ainsi thnique sur des fondations solides et à  transformer les migrants en immigrants.""","Frenette, Yves",,,1989,,fr,,,,Journal article,"<a href=""http://www.worldcat.org/oclc/28280811"">28280811</a>","1800-1880; Lewiston, Maine",,,,,,,,,,,,,,,,#1,Historical Papers/Communications historiques,"<div class=""element-text""><a href=""http://www.erudit.org/revue/hp/1989/v24/n1/030997ar.pdf"">http://www.erudit.org/revue/hp/1989/v24/n1/030997ar.pdf</a> (le texte en plein)</div>",24,,,,https://francolibrary.com/archive/files/a037722f62cc2044312829f4544cafd6.jpg,Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;Family;Labor History;Lewiston ME;Mills and Mill Work;Nonfiction;Nonfiction -- History -- Labor and Social;Nonfiction -- History -- Local;Québec;Social History,Nonfiction
