title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
Nov. 9 Letters to the Editor: French ascendency,"Letter to the editor questioning the reasoning behind Maine governor-elect Paul LePage's emphasis on his ""French"" heritage, and the value of his being the first elected Franco-American governor to the state.","Lyman, John",,,2010 November 9,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8818350"">8818350</a>;<a href=""http://www.worldcat.org/oclc/44337162"">44337162</a>","2010, Maine",,,,,,,,,,,,"Bangor, Maine",,,,,Bangor Daily News,"<div class=""element-text""><a href=""http://www.bangordailynews.com/story/Opinion/Nov-9-Letters-to-the-Editor,158218"">http://www.bangordailynews.com/story/Opinion/Nov-9-Letters-to-the-Editor,158218</a> (full text available here)</div>",,,,,,Ethnicity and Collective Identity;Government and Politics;Maine;Personal History: Biography and Oral History,Newspaper & Magazine Articles | Articles de journaux et de magazines
Canadian firm seeks legal right to handle freight at Madawaska mill: Rail dispute,"Dispute over rail access between Canadian National Railway Co. and Montreal, Maine & Atlantic Railway, the latter ostensibly blocking CN from reaching a Madawaska, Maine, paper plant.","Sambides, Nick, Jr.",,,2010 November 9,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8818350"">8818350</a>;<a href=""http://www.worldcat.org/oclc/44337162"">44337162</a>","2010, Madawaska, Maine",,,,,,,,,,,,"Bangor, Maine",,,,,Bangor Daily News,"<div class=""element-text""><a href=""http://www.bangordailynews.com/story/Greater-Bangor/Canadian-firm-seeks-legal-right-to-handle-freight-at-Madawaska-mill,158248"">http://www.bangordailynews.com/story/Greater-Bangor/Canadian-firm-seeks-legal-right-to-handle-freight-at-Madawaska-mill,158248</a> (full text available here)</div>",,,,,,Business and Economics;Forestry;Labor History;Madawaska ME;Mills and Mill Work;New Brunswick;Travel and Movement,Newspaper & Magazine Articles | Articles de journaux et de magazines
Storing history: Inside Museum L-A's huge collection of artifacts,"A look at Lewiston/Auburn, Maine's ""Museum L-A,"" which some claim has ""the most complete documented history of the Industrial Revolution in New England, if not the country.""","Waterman, Amber",,,2010 November 8,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/26622903"">26622903</a>","2010, Auburn, Lewiston, Maine",,,,,,,,,,,,"Lewiston, Maine",,,,,Sun Journal,"<div class=""element-text""><a href=""http://www.sunjournal.com/bplus/story/936249"">http://www.sunjournal.com/bplus/story/936249</a> (full text available here)</div>",,,,,,Auburn ME;Labor History;Lewiston ME;Mills and Mill Work,Newspaper & Magazine Articles | Articles de journaux et de magazines
What's next?,"Observations on the 2010 Maine gubernatorial and mid-term elections, and predictions for the near future of the state's political make-up. Also, a clarification on Paul LePage being the first ""elected Franco governor"" of the state.","Cover, Susan M.",,,2010 November 8,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","2010, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal (Maine Today Media),"<div class=""element-text""><a href=""http://www.kjonline.com/news/whats-next__2010-11-07.html"">http://www.kjonline.com/news/whats-next__2010-11-07.html</a> (full text available here)</div>",,,,,,Government and Politics;Lewiston ME;Maine,Newspaper & Magazine Articles | Articles de journaux et de magazines
LePage rides rural Maine to Blaine House,"Analysis of Maine voting patterns from the 2010 gubernatorial election. This author contends that the Maine vote - largely divided between Paul LePage, the victor, and Eliot Cutler - was not a ""north-south split,"" but a more complex divide better measured by urbanity and economics. The author focuses primarily on Maine county voting fields.","Richardson, John",,,2010 November 4,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/9341113"">9341113</a>","2010, Maine",,,,,,,,,,,,"Portland, Maine",,,,,Portland Press Herald,"<div class=""element-text""><a href=""http://www.pressherald.com/news/lepage-rides-rural-maine-to-blaine-house_2010-11-04.html"">http://www.pressherald.com/news/lepage-rides-rural-maine-to-blaine-house_2010-11-04.html</a> (full text available here)</div>",,,,,,Bangor ME;Biddeford ME;Brewer ME;Business and Economics;Demography;Government and Politics;Maine;Portland ME;Saco ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
"LePage's win in Lewiston due to several factors, political watchers say","Retrospective analysis of political factors and trends evident in Lewiston, Maine's plurality support for Paul LePage in the 2010 gubernatorial election.",Sun Journal,,,2010 November 4,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/26622903"">26622903</a>","2010, Lewiston, Maine",,,,,,,,,,,,"Lewiston, Maine",,,,,Sun Journal,"<div class=""element-text""><a href=""http://www.sunjournal.com/city/story/937184"">http://www.sunjournal.com/city/story/937184</a> (full text available here)</div>",,,,,,Government and Politics;Lewiston ME;Maine,Newspaper & Magazine Articles | Articles de journaux et de magazines
'One of us': Francos laud LePage win,"Lewiston/Auburn, Maine, reaction to Paul LePage - a Franco American from Lewiston and Waterville - becoming the next governor of the state. Some insist LePage's ethnicity will raise the conversation about Franco Americans in Maine to a greater level, others argue his ethnicity is not nearly as important as his outspokenly conservative political orientation.","Washuk, Bonnie",,,2010 November 4,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/26622903"">26622903</a>","2010, Auburn, Lewiston, Maine",,,,,,,,,,,,"Lewiston, Maine",,,,,Sun Journal,"<div class=""element-text""><a href=""http://www.sunjournal.com/state/story/936812"">http://www.sunjournal.com/state/story/936812</a> (full text available here)</div>",,,,,,Auburn ME;Community: Customs and Social Life;Ethnicity and Collective Identity;Government and Politics;Hebron ME;Lewiston ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
LePage elected next governor of Maine,"Article on Waterville, Maine native, Paul LePage, a Republican, being elected governor by a slim margin over Independent candidate Eliot Cutler. This article was printed on the Thursday - not Wednesday - following the election of Tuesday, November 2, because the final results of the vote count were not sufficient to make a judgment of victory before the Wednesday newspapers were printed.","Metzler, Rebekah",,,2010 November 4,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","2010, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Government and Politics;Maine;Waterville ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
'Evangeline' and bias,"Short response to a question submitted to the monthly newspaper of the Roman Catholic Archdiocese of Hartford regarding First Amendment politics, the Acadians, and the history of anti-Catholic prejudice in Connecticut.","Liptak, Msgr. David Q.",,,2009 April 1,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/17864375"">17864375</a>","1650-2009, Connecticut, Nova Scotia",,,,,,,,,,,,"Hartford, Connecticut",,1081-4353,,,The Catholic Transcript,"<div class=""element-text""><a href=""http://www.catholictranscript.org/faith-update/28-msgr-david-q-liptak-/812-evangeline-and-bias.html"">http://www.catholictranscript.org/faith-update/28-msgr-david-q-liptak-/812-evangeline-and-bias.html</a> (full text available here)</div>",,,,,,Acadians;Connecticut;Government and Politics;Hartford CT;Ireland;Nova Scotia;Religion,Newspaper & Magazine Articles | Articles de journaux et de magazines
Aubuchon Hardware: Celebrating 100 Years,"A newspaper supplement to the Bangor Daily News, Morning Sentinel, Kennebec Journal, Lewiston Sun Journal, Portland Press Herald, and York County Coast Star in celebration of Aubuchon Hardware's 100th anniversary. Contains a number of old photos and new essays on the company's history in New England.","Bell, Debra;Shaw, Richard",,,2008 August 14-15,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8818350"">8818350</a>;<a href=""http://www.worldcat.org/oclc/44337162"">44337162</a>","1908-2008, New England",,,,,,,,,,,,"Bangor, Maine",,0892-8738,,,Bangor Daily News,"<div class=""element-text""><a href=""http://www.bangordailynews.com"">http://www.bangordailynews.com</a></div>",,,,,,Belfast ME;Berlin NH;Business and Economics;Canada;Connecticut;Emigration and Immigration;Fitchburg MA;Maine;Massachusetts;Montpelier VT;New England;New Hampshire;New York;Putnam CT;Québec;Stafford Springs CT;Vermont;Westminster MA,Newspaper & Magazine Articles | Articles de journaux et de magazines
"State's top seat historically elusive to Francos: With the exception of Alonzo Garcelon in 1879, the governor's seat has been difficult to win for those of French heritage","Article on the absence of a Franco American in the Maine governor's seat. Observes the one-year term of Alonzo Garcelon in the 19th century, the losses of past Francos vying for election, and the contemporary case of Waterville, Maine, mayor Paul LePage's bid for a 2010 gubernatorial victory.","Hendrickson, Dyke",,,2010 October 17,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1879-2010, Lewiston, Waterville, Maine",,,,,,,,,,,,"Lewiston, Maine",,,,,Sun Journal,"<div class=""element-text""><a href=""http://www.sunjournal.com/perspective/story/925850"">http://www.sunjournal.com/perspective/story/925850</a> (full text available here)</div>",,,,,,Auburn ME;Biddeford ME;Brunswick ME;Ethnicity and Collective Identity;Government and Politics;Lewiston ME;Rumford ME;Saco ME;Sanford ME;Van Buren ME;Waterville ME;Winslow ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
DAVID B. OFFER: Bigot with spray paint leaves scar on our political process,"Article on the derogatory vandalism of a political sign for Augusta, Maine, State Senate candidate, Roger Katz, that sat in Augusta's Franco-American neighborhood. Offer points out the sadness of Katz, his reaction, and the immense negative reaction of the local community in Katz's support.","Offer, David B.",,,2010 October 19,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","2010, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.org"">http://www.kjonline.org</a></div>",,,,,,Augusta ME;Ethnicity and Collective Identity;Government and Politics;Sand Hill ME;Violence,Newspaper & Magazine Articles | Articles de journaux et de magazines
Franco-Americans include five cultures,Article about the focus on Franco-American cultures during Appreciating Diversity Day at Falmouth Middle School in southern Maine.,"L'Heureux, Juliana",,,2010 April 21,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/9341113"">9341113</a>","2010, Falmouth, Maine",,,,,,,,,,,,"Portland, Maine",,,,,Portland Press Herald,"<div class=""element-text""><a href=""http://www.pressherald.com/people/cth/franco-americans-include-five-cultures_2010-04-21.html"">http://www.pressherald.com/people/cth/franco-americans-include-five-cultures_2010-04-21.html</a> (full text available here)</div>",,,,,,Acadians;Canada;Education;Emigration and Immigration;Ethnicity and Collective Identity;Falmouth ME;France;Louisiana;Native Americans;New England;Nova Scotia;Québec,Newspaper & Magazine Articles | Articles de journaux et de magazines
Poutine and pate Chinois for Holy Week,Article on the culinary creations adapted by French Catholics for the meatless Holy Week before the Easter celebration.,"L'Heureux, Juliana",,,2010 March 31,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/9341113"">9341113</a>","2010, Maine",,,,,,,,,,,,"Portland, Maine",,,,,Portland Press Herald,"<div class=""element-text""><a href=""http://www.pressherald.com/people/cth/poutine-and-pate-chinois-for-holy-week_2010-03-31.html"">http://www.pressherald.com/people/cth/poutine-and-pate-chinois-for-holy-week_2010-03-31.html</a> (full text available here)</div>",,,,,,Community: Customs and Social Life;Food;Maine;Religion,Newspaper & Magazine Articles | Articles de journaux et de magazines
New Consul General of France makes visit to Maine,"Christophe Guilhou, new General Consul (Boston) of France visits Maine, Governor John Baldacci, and Maine's honorary French consular, Severin Beliveau.","L'Heureux, Juliana",,,2010 May 19,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/9341113"">9341113</a>","2010, Maine",,,,,,,,,,,,"Portland, Maine",,,,,Portland Press Herald,"<div class=""element-text""><a href=""http://www.pressherald.com/people/cth/new-consul-general-of-france-makes-visit-to-maine_2010-05-19.html"">http://www.pressherald.com/people/cth/new-consul-general-of-france-makes-visit-to-maine_2010-05-19.html</a> (full text available here)</div>",,,,,,Augusta ME;Education;Ethnicity and Collective Identity;France;Government and Politics;Language and Linguistics,Newspaper & Magazine Articles | Articles de journaux et de magazines
'Quiet Presence' still resonates with cultural awareness,"Article on Dyke Hendrickson's 1980 oral history book, ""Quiet Presence,"" and its perceivable resonance into the present day.","L'Heureux, Juliana",,,2010 March 10,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/9341113"">9341113</a>","2010, Maine",,,,,,,,,,,,"Portland, Maine",,,,,Portland Press Herald,"<div class=""element-text""><a href=""http://www.pressherald.com/archive/quiet-presence-still-resonates-with-cultural-awareness_2009-07-28.html"">http://www.pressherald.com/archive/quiet-presence-still-resonates-with-cultural-awareness_2009-07-28.html</a> (full text available here)</div>",,,,,,Acadians;Augusta ME;Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;Lewiston ME;Maine;Personal History: Biography and Oral History;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
Convicted terrorist Raymond Luc Levasseur denied permission by parole commission to travel to Amherst,"Article on Ray Luc Levasseur's suspended invitation to speak at the University of Massachusetts at Amherst in 2009. Levasseur, a Maine resident, is serving a paroled sentence in that state for his alleged involvement in politically-motivated crimes in the 1970s and 80s. The talk at UMass, scheduled to continue without his participation, was on the topic of the 1989 sedition trial in which he was acquitted.","Lederman, Diane",,,2009 November 11,,English,,,,,,"2009, Amherst, Massachusetts",,,,,,,,,,,,,,,,,,"<div class=""element-text""><a href=""http://www.masslive.com/news/index.ssf/2009/11/convicted_terrorist_raymond_lu.html"">http://www.masslive.com/news/index.ssf/2009/11/convicted_terrorist_raymond_lu.html</a> (full text available here)</div>",,,,,,Amherst MA;Criticism and Review;Death and Disaster;Education;Ethnicity and Collective Identity;Government and Politics;Maine;Massachusetts;Sanford ME;Violence,Newspaper & Magazine Articles | Articles de journaux et de magazines
Franco-American Women Awakening a Silenced Culture,E-news article on women reviving Franco culture in Maine.,"Tessier, Marie",,,2001 April 12,,English,,,,Website,"<a href=""http://www.worldcat.org/oclc/44854099"">44854099</a>","2001, Old Town, Orono, Maine",,,,,,,,,,,,,,,,,,"<div class=""element-text""><a href=""http://www.womensenews.org/story/cultural-trendspopular-culture/010412/franco-american-women-awakening-silenced-culture"">http://www.womensenews.org/story/cultural-trendspopular-culture/010412/franco-american-women-awakening-silenced-culture</a> (full text available here)</div>",,,,,,Acculturation and Assimilation;Community: Customs and Social Life;Ethnicity and Collective Identity;Food;Gender and Sexuality;Language and Linguistics;Old Town ME;Orono ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
Ex-head of La Kermesse festival sentenced for theft,"Priscille Gagnon, for head of La Kermesse Franco American festival in Biddeford, Maine, is sentenced to three months in prison after being convicted of embezzling nearly $80,000 in festival funds to pay for her husband's hospital bills.",Associated Press,,,2010 October 8-9,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","2010, Biddeford, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com/news/Maine-la-kermesse-biddeford-festival-theft-gagnon.html"">http://www.kjonline.com/news/Maine-la-kermesse-biddeford-festival-theft-gagnon.html</a></div>",,,,,,Alfred ME;Biddeford ME;Business and Economics;Community: Customs and Social Life;Violence,Newspaper & Magazine Articles | Articles de journaux et de magazines
A French-Canadian Wanted. Parishioners Refuse to [...] Father Feron as [...].,"Article on Fall River, Massachusetts, French-Canadian Catholic parishioners gathering in ""protest against the appointment of Father Feron, an Irish priest, as pastor of the parish.""",Boston Daily Globe,,,1885 December 11,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/9497068"">9497068</a>","1885, Fall River, Massachusetts",,,,,,,,,,,,"Boston, Massachusetts",,,,,Boston Daily Globe,"<div class=""element-text""><a href=""http://pqasb.pqarchiver.com/boston/advancedsearch.html"">http://pqasb.pqarchiver.com/boston/advancedsearch.html</a> (text available through archive here)</div>",,,,,,Ethnicity and Collective Identity;Fall River MA;Language and Linguistics;Religion,Newspaper & Magazine Articles | Articles de journaux et de magazines
