title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
Use My Name: Jack Kerouac's Forgotten Families,"From ECW Press: ""With this fascinating new book, Jim Jones debunks many of the myths surrounding the life and times of Jack Kerouac. Jones concentrates on those whose lives were most affected by Kerouac: daughter Jan Kerouac, wives Edie Parker, Joan Haverty, and Stella Sampas, as well as nephew Paul Blake Jr. 'Use My Name: Jack Kerouac's Forgotten Families' takes its title from advice given to Jan during her second and final meeting with Jack, who encouraged her to profit from the surname she shared with the famous author of 'On the Road.' Sadly, not one of these individuals so closely tied to Kerouac seems to have benefited from the connection, as Jones discovers in his in-depth interview with Jan. She discusses at length her 15 months as a prostitute, her own divorces, her hospitalization, and her life as an author, including a wild European book tour for [her novel] 'Baby Driver.' Although Kerouac is one of the most 'biographied' American writers of our time, Jones offers a new perspective on the King of the Beats and his generation, one in which formerly marginalized figures in the Kerouac storyparticularly womenbecome strong, central characters. He also exposes the cut-throat wheeling and dealing that has plagued the Kerouac estate and that continues today as the various players do battle over the legacy of one of the counterculture's biggest idols.""","Jones, James T.",,ECW Press,1999,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/40735081"">40735081</a>",,,,,,,,,,,,203,"Toronto, Ontario",,,9.78155E+12,,,"<div class=""element-text""><a href=""http://www.ecwpress.com/books/use_my_name"">http://www.ecwpress.com/books/use_my_name</a> <br/><br/> <a href=""http://books.google.com/books?id=9s5uS7n_6FoC&amp;source=gbs_navlinks_s"">Use My Name... @ Google Books</a> (limited preview available here)</div>",,,,,,Alcohol and Drugs;Criticism and Review;Death and Disaster;Family;Fiction and Literature;Gender and Sexuality;Illness;Literary Works -- Criticism and History;New Mexico;New York NY;Personal History: Biography and Oral History,Biographies & Autobiographies
Jack Kérouac : Essai-Poulet / A Chicken Essay,Un livre comme essai sur les rélations entre la vie et la littérature de Jack Kerouac - son écriture et son héritage - avec des réactions de l'auteur.,"Beaulieu, Victor-Lévy",,éditions du Jour,1972,,fr (en translation),,,,Book,"<a href=""http://www.worldcat.org/oclc/877702"">877702</a>;<a href=""http://www.worldcat.org/oclc/2966704"">2966704</a>",,,,,,,,,,,,235,"Montréal, Québec",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=IfFaAAAAMAAJ&amp;q=levy-beaulieu;+kerouac&amp;dq=levy-beaulieu;+kerouac&amp;hl=en&amp;ei=N41ATe7ILsKclge40sHtAg&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCcQ6AEwAA"">Jack Kerouac: A Chicken-Essay @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/c342dab488b33e6d179d019a4749be51.jpg,Alcohol and Drugs;Essay;Family;Gender and Sexuality;Language and Linguistics;Literary Works -- Criticism and History;Lowell MA;Mexico;Personal History: Biography and Oral History;Québec;San Francisco CA;St. Petersburg FL,Biographies & Autobiographies
I Had a Father: A Post-Modern Autobiography,"From Library Journal: ""This unusual memoir focuses on the author's attempt to understand his dead father. Blaise, a prize-winning novelist and director of the University of Iowa's International Writing Program, combines fragments of memories, mostly concerned with locations, as he circles around the story of his difficult, much-married father, a French Canadian/American traveling salesman."" ","Blaise, Clark",,Addison-Wesley,1993,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/26398865"">26398865</a>",,,,,,,,,,,,204,"Reading, Massachusetts",,,9.7802E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=1j9aAAAAMAAJ&amp;q=i+had+a+father%3B+blaise&amp;dq=i+had+a+father%3B+blaise&amp;hl=en&amp;ei=f-FJTOWmJYL_8AaN6L2uDg&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CC4Q6AEwAA"">I Had a Father... @ Google Books</a></div>",,,,,,Alcohol and Drugs;Canada;Death and Disaster;Family;Personal History: Biography and Oral History;Travel and Movement;United States,Biographies & Autobiographies
Little Canuck : The Adventures of an Immigrant Boy from Québec,"Self-published memoir about life in Québec, and life after Québec. From iUniverse: ""Michel learns that his father is dying. This news precipitates a nostalgic journey into the past-a childhood spent on a dairy farm in French Québec. As a sensitive boy secluded from the world, Michel wavers between forbidden exploits and heartbreaking tribulations. Catholic school is a culture shock, but it's the huge pumpkin-shaped teacher with a bad temper who terrorizes his brain most. On the farm, his young life abounds with fun and danger-mad bulls, dynamite sticks, runaway darts, lethal ice cubes, and hazardous farm equipment. After struggling with a dismal economy, his family is forced to abandon their home. They desert their isolated farmhouse and move into a cockroach-infested apartment in an English-speaking city one mile from the seductive United States border. There, Michel copes with bullies, Russian spies, and ghosts. 'Little Canuck' recounts the humorous, and at times, heartrending memoirs of a young boy on his journey through a colorful landscape of emotion. Along the way, young Michel uncovers the mysteries of female anatomy, and learns poignant truths about mortality. His most profound lessons are not learned at school.
","Blanchette, Michel A.",,iUniverse,2005,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/67294624"">67294624</a>",,,,,,,,,,,,282,"Lincoln, Nebraska",,,9.7806E+12,,,"<div class=""element-text""><a href=""http://www.iuniverse.com/Bookstore/BookDetail.aspx?BookId=SKU-000082653"">http://www.iuniverse.com/Bookstore/BookDetail.aspx?BookId=SKU-000082653</a> <br/><br/> <a href=""http://books.google.com/books?id=BgioADwbn_QC"">Little Canuck... @ Google Books</a> (limited preview available)</div>",,,,,,Canada;Community: Customs and Social Life;Death and Disaster;Education;Emigration and Immigration;Family;Farming and Agriculture;Folklore;Gender and Sexuality;Government and Politics;Illness;Personal History: Biography and Oral History;Québec;Religion,Biographies & Autobiographies
As I Live and Dream,"Autobiographical collection of essays that chronicle a Franco American's family life in western Maine in the first half of the twentieth century. Includes one chapter on the history of Rumford, Maine. ","Coté, Gertrude M.",,Self-published,1953,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/8811829"">8811829</a>","1900-1953, Maine",,,,,,,,,,,221,"Manchester, Maine",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=t532HAAACAAJ&amp;dq=as+I+live+and+dream%3B+cote&amp;cd=1"">As I Live and Dream @ Google Books</a></div>",,,,,,Community: Customs and Social Life;Essay;Family;Food;Language and Linguistics;Madison ME;Mexico ME;Personal History: Biography and Oral History;Québec;Religion;Rumford ME;Vermont;Youth,Biographies & Autobiographies
My Life on the Line : Recollections of a Childhood Spent in the Maine-New Brunswick Border Country during the Great Depression,"Memoirs of a Northern Maine woman growing up during the Great Depression, with family straddling the rural and agrarian borderland of Maine and New Brunswick. Memories of her great-grandmother and extended family from working on a New Brunswick farm in the summers of her youth. The tensions between her French Canadian Catholicism and the Presbyterianism of her New Brunswick relatives. Memories of her family and life in Island Falls, Maine. Parts of her search for her French lineage. Illustrated in black and white photograph.","Stratton, Frances Morin Webb",,Self-published,1985,"Stratton, Richard E.",en,,,,Book,"<a href=""http://www.worldcat.org/oclc/24660801"">24660801</a>","20th century; St. John River Valley, Maine; New Brunswick",,,,,,,,,,,123,"Old Town, Maine",Self-Published,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=sR9hGwAACAAJ"">My Life on the Line...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/ad25473bd34693c61f79acea187ee6d0.jpg,Aroostook County ME;Business and Economics;Caribou ME;Family;Farming and Agriculture;Houlton ME;Island Falls ME;New Brunswick;Nonfiction;Nonfiction -- History -- Local;Personal History: Biography and Oral History;Religion;Sheridan ME;Sports and Leisure;St. John River Valley,Biographies & Autobiographies
"Ferdinand Gagnon : Biographie, éloge funeèbre, pages choisies","Des écritures et un oraison funièbre d'un homme treès significatif au mouvement survivance aux Etats-Unis, un fondateur de la presse franco-américaine dans la Nouvelle Angleterre au dix-neuviième sieècle, et rédacteur ancien de la publication, Le Travailleur. Contient une briève introduction biographique écrit par Josephat Benoit.","Martineau, Malvina-E. ",Texte intégral,Self-published,1940,,Français,,,,Book,"<a href=""http://www.worldcat.org/oclc/36552011"">36552011</a>","19e siiècle, Worcester, Massachusetts, Nouvelle-Angleterre",,,,,,,,,,,279,,Auto-édité,,,,,"<div class=""element-text""><a href=""http://babel.hathitrust.org/cgi/pt?id=mdp.39015063700192;q1=ferdinand%20gagnon"">Ferdinand Gagnon @ HathiTrust Digital Library</a> (disponible pour lire ici)</div>;<div class=""element-text""><a href=""http://books.google.com/books?id=5bFqPwAACAAJ&amp;dq=ferdinand+gagnon+biographie&amp;hl=en&amp;ei=8IfITNaKLsL78AbdqpAr&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=4&amp;ved=0CDgQ6AEwAw"">Ferdinand Gagnon... sur Google Books</a></div>",,,,,https://francolibrary.com/archive/files/7e5433d60ce44a8e34d647e4454401f3.jpg,Acculturation and Assimilation;Burlington VT;Champlain NY;Community: Customs and Social Life;Concord NH;Essay;Ethnicity and Collective Identity;Fall River MA;Journalism;Language and Linguistics;Lewiston ME;Lowell MA;Maine;Manchester NH;Massachusetts;Montréal QC;New England;New Hampshire;Providence RI;Québec;Southbridge MA;Vermont;Woonsocket RI;Worcester MA,Biographies & Autobiographies
Prairie Roses : La Petite Soeur Tells About Her Family,"Memoirs spanning the period from 1901 to 1945, focusing on stories of the author's family throughout the midwestern United States during that period.","Corey, Eleanor Lemire",,Self-published,2001,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/50562148"">50562148</a>","1901-1945, US Midwest",,,,,,,,,,,43,"Cottage Grove, Oregon",Self-published,,,,,,,,,,,Family;Farming and Agriculture;France;Minnesota;Mississippi River Valley;North Dakota;Oregon;Personal History: Biography and Oral History;Québec;Religion;Wisconsin,Biographies & Autobiographies
"Destination Madawaska : Biographie de Charles Terrieau, pionnier acadien ","From the author: ""The book is a biography of Charles Theriault, first francophone settler in 1821-1823 of the lower Madawaska River in present-day St-Jacques. The book presents a brief history of the Acadian migration before the time of Charles' trail-blazing in the wilderness of the Madawaska territory. The territory at that time was a no-man's land' that included much of northern Maine from Houlton and all of Madawaska county and parts of Victoria and Restigouche counties of northwestern New Brunswick. At that time, the territory was claimed by the United States as being part of the new state of Maine and was also claimed by England as being part of the new colony of New Brunswick. The dispute was settled by the Webster-Ashburton Treaty of 1842 which  chose the St-John River as the international boundary separating the United States and New Brunswick. The book presents the genealogy of the greater Thériault family in the St-John Valley showing that the population of all Thériaults until 1900 came from three branches of the Acadian family; one which migrated from the lower St-John to St-Basile around 1790 and two branches which had migrated from Acadia to Kamouraska, QC in 1759 and later migrated to the various Madawaska settlements between 1820 and 1860.""","Thériault, J.R.T. ",,Société Historique du Madawaska,2009,,Bilingual/bilingue,,,,Book,,"17th century - 19th century, New Brunswick",,,,,,Bilingual/bilingue,,,,,111,"Edmundston, New Brunswick",,,,,,"<div class=""element-text""><a href=""http://www.terriau.org/news.htm"">http://www.terriau.org/news.htm</a></div>",,,,,https://francolibrary.com/archive/files/f698d824fc871587e3902ebdb198303a.jpg,Acadians;Emigration and Immigration;Family;Genealogy;Government and Politics;Houlton ME;Madawaska ME;New Brunswick;Nova Scotia;Personal History: Biography and Oral History;St. John ME,Biographies & Autobiographies
As Luck Would Have It,"The autobiography of a northern Maine native. Begins with his early life in Aroostook County and continues through his many years of service in the United States Army, bringing him and his family throughout the world - Ethiopia, Iran, and elsewhere - for most of his adult life.","Albert, Henry",,Self-published,1999,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/42953999"">42953999</a>",20th century,,,,,,,,,,,169,"Shelton, Washington",Self-published,,,,,"<div class=""element-text""><a href="".google.com/books?id=GB45HAAACAAJ&amp;dq=albert%3B+%22as+luck+would+have+it%2http://books2&amp;hl=en&amp;ei=jXLATLOYKYqr8AbPypngBA&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCoQ6AEwAA"">As Luck Would Have It @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/a5f8a66532384581642a1869dfc54c86.jpg,Acadians;Alaska;Aroostook County ME;Emigration and Immigration;Ethiopia;Family;Farming and Agriculture;France;Glenwood Springs CO;Iran;Labor History;Madawaska ME;Mills and Mill Work;Nova Scotia;Personal History: Biography and Oral History;Québec;St. Agatha ME;St. David ME;United States;Youth,Biographies & Autobiographies
The Pure Lover: A Memoir of Grief,,"Plante, David",,Beacon Press,2009,,English,,,,Book,,,,,,,,English,,,,,114,"Boston, Massachusetts",Beacon Press,,9.78081E+12,,,"<div class=""element-text"">http://www.randomhouse.com/catalog/display.pperl?isbn=9780807072981</div>",,The Pure Lover,,,,Death and Disaster;Family;Gender and Sexuality;Greece;Illness;Personal History: Biography and Oral History,Biographies & Autobiographies
Our French-Canadian Ancestors: Biographies of Ancestors,,"Lebel, Gérard;Laforest, Thomas J.;Saintonge, Jacques",,LISI Press,1983-2000,,Français and English,,,,Book,,,,,,,,Français and English,,,,,,"Palm Harbor, Florida",LISI Press,,9.78091E+12,,,"<div class=""element-text"">http://www.quintinpublications.com/ofca.html</div>",,Our French-Canadian Ancestors,,,,Family;Genealogy;Geography;Personal History: Biography and Oral History;Québec;United States,Biographies & Autobiographies
"Tom Plant : The Making of a Franco-American Entrepreneur, 1859-1941","Critical biography of Tom Plant, leader in the shoe industry of New England near the turn of the twentieth century, situated in the Bath, Maine, area. Refutes and diversifies the stereotypical notion of the French Canadian immigrant worker experience in New England. Introduction written by Jacques Ferland, University of Maine Professor of History.","Rodrigue, Barry Hadfield",,Garland Publishing,1994,"Bruchey, Stuart",en,,,,Book,"<a href=""http://www.worldcat.org/oclc/29427678"">29427678</a>",1859-1941; Maine; United States,,,,,,,,,,,276,"New York, New York",Garland Publishing,,9.78082E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?isbn=0815309880"">Tom Plant...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/1e1f2f1b1342f8a458052689ee12e30f.jpg,Bath ME;Business and Economics;Emigration and Immigration;Geography;Labor History;Lake Winnipesaukee NH;Lynn MA;Mills and Mill Work;Personal History: Biography and Oral History,Biographies & Autobiographies
"Prendre le Large : Big Jim Côté, Pêcheur",,"Olivier, Julien",,National Materials Development Center for French and Creole,1981,,Français,,,,Book,,,,,,,,Français,,,,,107,"Bedford, New Hampshire",National Materials Development Center for French and Creole,,,,,"<div class=""element-text"">http://www.facnh.com/bookstore.essay.html</div>",,Prendre le Large,,,https://francolibrary.com/archive/files/59d8947d1961c82ce13d0bc481936c2a.jpg,Emigration and Immigration;Family;Farming and Agriculture;Labor History;Mills and Mill Work;Personal History: Biography and Oral History;York ME,Biographies & Autobiographies
