title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
Franco-American History,"A brief overview. Short commentary on the term ""Franco-American"" and its relevant history and culture in the United States, illustrated with a series of corresponding images.","Therrien, Lucie",Watch: VIDEO,,2010 February 11,,English,,,,Film,,,Documentary,,,,,English,,,,00:01:27,,,,,,,,,,,,,,Community: Customs and Social Life;Ethnicity and Collective Identity;Family;New England;Québec,Audio & Video
"Log Drive, 1933-1934","Film footage of woodsmen at Riviière Rouge in St. Jovite, Québec, on the log drive. Timber moves from the stump, to the trails, to the river's flow, and on to the mills. Black and white silent film with scrolling text introduction.","Shaw, E.E.",Watch: VIDEO,Les Editions FAROG,2002 December 18,"Labbé, Yvon A. (numérisation)",English and français,,,DVD Video,Film,,"1933-1934; St. Jovite, Québec",Documentary,,,,,English and français,,,,,,,,,,,,,,,,,https://francolibrary.com/archive/files/27e29c1cea2fb152ff2d0b7114ab1c40.jpg,Food;Forestry;Labor History;Québec,Audio & Video
America and Lewis Hine,"Documentary film about twentieth-century photographer and historian Lewis Hine, most famous for exposing poor working conditions and child labor in industrial America. Hine, as seen in this film, was also the photographer commissioned to capture on film the construction of the Empire State Building in New York City.","Rosenblum, Nina",,,1984,,English,,,,Film,"<a href=""http://www.worldcat.org/oclc/36332787"">36332787</a>","20th century, United States",Documentary,WNET Channel 13 New York,"Rosenblum, Nina",,,,,,,01:00:00,,,,,,,,"<div class=""element-text""><a href=""http://www.imdb.com/title/tt0128927/"">http://www.imdb.com/title/tt0128927/</a></div>",,,,,https://francolibrary.com/archive/files/a560da2a5db8ad404780100b42bfe6e7.jpg,Emigration and Immigration;Film and Television;Labor History;Mills and Mill Work;Personal History: Biography and Oral History;Social History;United States;Youth,Audio & Video
"Discussion of ""Reveil! Waking Up French""","A roundtable discussion led by writer Abby Paige about Franco American heritage in Vermont with respect to the themes in Ben Levine's film, ""Reveil!"" From the Center for Media and Democracy: "" 'Réveil! -- Waking Up French' is a powerful documentary film by Ben Levine that explores the struggle for cultural survival among the French-Canadian communities of New England today. Abby Paige, writer-performer of 'Piecework: When We Were French,' will attend and lead a discussion after the film. Abby will be seeing 'Reveil!' for her first time. The film, now in the lending collection at the library, is closely related to the themes of her acclaimed 2009 play. Presented by the Fletcher Free Library community language programs.""","Paige, Abby (moderator)",,,2010 June 27,Center for Media and Democracy,English,,,,Video Recording,,"21st century, Vermont",,,,,,,,,,00:24:40,,"Burlington, Vermont",,,,,,"<div class=""element-text""><a href=""http://www.cctv.org/watch-tv/programs/discussion-film-r%C3%A9veil-waking-french"">http://www.cctv.org/watch-tv/programs/discussion-film-r%C3%A9veil-waking-french</a> (full video available here)</div>",,,,,,Burlington VT;Criticism and Review;Ethnicity and Collective Identity;Film and Television;Montréal QC;New England;Personal History: Biography and Oral History;Vermont,Audio & Video
Black Robe,"From the Canadian Film Encyclopedia: ""Black Robe is a bleak but majestic film about the diverse cultures of the French settlers and the Algonquin people, and the clashes between them....The hostile wilderness of 17th-century New France is the setting for the story of Father Laforgue (Bluteau), a young, idealistic Jesuit whose ambitious mission is to save the souls of the 'savages' of New France. Upon his arrival from France, Laforgue embarks on a perilous journey by canoe, from Champlain's fort upriver to a desolate Jesuit outpost where it is hoped he will 'reap a harvest of souls.' He travels through the magnificent, nearly overwhelming landscape of the Canadian North with a group of Algonquin Indians as his guides.""","Beresford, Bruce (director)",Watch: TRAILER,,1991 September,,"English, Latin, Cree, Mohawk, Algonquin",,,,Film,"<a href=""http://www.worldcat.org/oclc/228009707"">228009707</a>",17th century; North America,Historical Drama,Samuel Goldwyn Company,,,,,,,,01:41:00,,,,,,,,"<div class=""element-text""><a href=""http://en.wikipedia.org/wiki/Black_Robe_%28film%29"">http://en.wikipedia.org/wiki/Black_Robe_%28film%29</a></div>",,,,,https://francolibrary.com/archive/files/a4540084309feff0a53798da02ea6b96.jpg,Acculturation and Assimilation;Canada;Death and Disaster;Ethnicity and Collective Identity;Exploration and Colonization;Film and Television;France;Fur-trading;Native Americans;Religion;Violence,Audio & Video
Les tisserands du pouvoir,"Un drame télévisé sur l'émigration canadienne française à  la Nouvelle-Angleterre au début de la vingtiième siiècle, et les travailleurs des usines textiles de l'époque industrielle aux Etats-Unis.

","Fournier, Claude",Regarder: BANDE-ANNONCE,,1988,,Français,,,,TV Broadcast,"<a href=""http://www.worldcat.org/oclc/77099172"">77099172</a>;<a href=""http://www.worldcat.org/oclc/235986817"">235986817</a>",20e siiècle; Nouvelle-Angleterre,,,"Fournier, Claude",,2025-01-06 00:00:00,,RCTV (Radio-Canada Television),,,6 1-hour segments,,Québec/New England,,,,,,"<div class=""element-text""><a href=""http://www.imdb.com/title/tt0096276/"">http://www.imdb.com/title/tt0096276/</a></div>",,,,,https://francolibrary.com/archive/files/b8f3d1e48599081b22c3958256f05f20.jpg,Acculturation and Assimilation;Emigration and Immigration;Film and Television;France;Government and Politics;Journalism;Labor History;Mills and Mill Work;New England;Québec;Social History;War,Audio & Video
Bonjour: Franco-American Centre,"The fourth episode of public television's ""Bonjour"" takes place on site at Manchester, New Hampshire's Franco-American Centre, featuring interviews with some of the staff there and a special feature on the 2010 New Hampshire Franco-American of the year.","Plante, Chantal;Baribeau, Celine",,,2010,,"English, with some français",,,,TV Broadcast,,"21st century, New Hampshire",,,,,4,,BCTV,,,00:33:44,,"Bedford, New Hampshire",,,,,,"<div class=""element-text""><a href=""http://72.71.246.74/cablecast/public/Show.aspx?ChannelID=1&amp;ShowID=3338"">http://72.71.246.74/cablecast/public/Show.aspx?ChannelID=1&amp;ShowID=3338</a> (full episode available here)</div>",,,,,https://francolibrary.com/archive/files/10a9acd84ad3ff2134bc9d52c30da44e.png,Community: Customs and Social Life;Ethnicity and Collective Identity;Film and Television;Language and Linguistics;Manchester NH;Personal History: Biography and Oral History,Audio & Video
Bonjour: Travel Tips,"The third episode of Plante's and Baribeau's public broadcast, ""Bonjour,"" taking its viewers on a trip through Montreal and Quebec City and giving plenty of advice to vacationers-to-be.","Plante, Chantal;Baribeau, Celine",,,2010 June 1,,English,,,,TV Broadcast,,"21st century, Québec",,,Chantal Plante,,3,,BCTV,,,00:30:56,,"Bedford, New Hampshire",,,,,,"<div class=""element-text""><a href=""http://72.71.246.74/cablecast/public/Show.aspx?ChannelID=1&amp;ShowID=3285"">http://72.71.246.74/cablecast/public/Show.aspx?ChannelID=1&amp;ShowID=3285</a> (full episode available here)</div>",,,,,https://francolibrary.com/archive/files/330bbb994d3a33899c982560a6aa7605.png,Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;Film and Television;Language and Linguistics;Personal History: Biography and Oral History,Audio & Video
Bonjour: Fondue,"The second broadcast of Bedford, New Hampshire's ""Bonjour."" Chantal, Celine, and their special guest, Luci, talk to us while they show how to make and cook la fondue.","Plante, Chantal;Baribeau, Celine",,,2010 April 30,,"English, with some français",,,,TV Broadcast,,"21st century, New Hampshire",,,,,2,,BCTV (Bedford Community Television),,,00:25:14,,"Bedford, New Hampshire",,,,,,"<div class=""element-text""><a href=""http://72.71.246.74/cablecast/public/Show.aspx?ChannelID=1&amp;ShowID=3227"">http://72.71.246.74/cablecast/public/Show.aspx?ChannelID=1&amp;ShowID=3227</a> (full episode available here)</div>",,,,,https://francolibrary.com/archive/files/b7570b8cda355f1dfef01c2396899119.png,Community: Customs and Social Life;Ethnicity and Collective Identity;Film and Television;Food;Language and Linguistics;Manchester NH;Personal History: Biography and Oral History,Audio & Video
"""Bonjour"" with Chantal Plante & Celine Baribeau","A public television broadcast out of Bedford, New Hampshire, ""Bonjour"" features highlights of Quebec and New England for the purpose of re-educating New Hampshire about the breadth of its French heritage, seen across the state in its Franco Americans. This episode is the inaugural broadcast, featuring an extended interview with co-host and professional photographer Celine Baribeau.","Plante, Chantal;Baribeau, Celine",,,2010 March 18,,"English, with some français",,,,TV Broadcast,,"21st century, New Hampshire",,,Chantal Plante,,1,,BCTV (Bedford Community Television),,,00:29:57,,"Bedford, New Hampshire",,,,,,"<div class=""element-text""><a href=""http://72.71.246.74/cablecast/public/Show.aspx?ChannelID=1&amp;ShowID=3190"">http://72.71.246.74/cablecast/public/Show.aspx?ChannelID=1&amp;ShowID=3190</a> (full episode available here)</div>",,,,,https://francolibrary.com/archive/files/0c0b370bce3aa9be1fa0b5a412a89a2a.png,Art and Architecture;Community: Customs and Social Life;Ethnicity and Collective Identity;Film and Television;Language and Linguistics;Manchester NH;New Hampshire;Personal History: Biography and Oral History,Audio & Video
Paul Marion : The Poet of Lowell,"Short online streaming video produced by Yankee Magazine. A ""Web Exclusive"" for the magazine's November/December 2009 edition. A brief look into the city of Lowell, Massachusetts and the man - poet Paul Marion - who has dedicated a public literary life to it. Marion is also known for his involvement with the small press, Loom Press, and for his compilation of Jack Kerouac's early writings, ""Atop an Underwood.""","Shatwell, Justin",,Yankee Magazine,2009 November 17,"Marion, Paul",English,,,,Film,,"2009, Lowell, Massachusetts",,,,,,,,,,00:06:11,,,,,,,,"<div class=""element-text""><a href=""http://new.yankeemagazine.com/video/paul-marion-poet-lowell"">http://new.yankeemagazine.com/video/paul-marion-poet-lowell</a> (streaming video available here)</div>",,,,,https://francolibrary.com/archive/files/76a48953c1f977eeadc990ee2a06b70b.jpg,Film and Television;Lowell MA;Mills and Mill Work;Poetry,Audio & Video
Hard Work,"Full title of the film: ""Hard Work: 'To Make Both Ends Meet' : Maine Women's Voices, 1888."" From Folkfilms.com: ""In 1888 the Maine State Bureau of Industrial and Labor Statistics conducted a survey to assess working conditions for women in the state's shops and factories. The bureau hired Flora Haines of Bangor to complete the survey. She spoke with women in the workplace and handed out over six hundred questionnaires that asked about health and safety issues, wages and work hours, sanitary conditions in the boarding houses, and other matters....At the end of the questionnaire was this statement: 'Make any suggestions that you think will tend to improve your condition at work.' Hundreds of women responded....In this documentary the women's voices are brought to life again to tell the story of working conditions for women in the latter part of the 19th century in Maine. Using interviews, historical photos, and video from present day factories 'Hard Work' details the rise of the female labor force in the state's mills and factories and explores the conditions that women had to endure both on and off the job.""","Sharkey, Jim (writer & producer)",,,2004,"Bruce, Laureen (writer);Toner, Carol (writer & commentator);Hough, Mazzie (narrator)",English,,,,Film,"<a href=""http://www.worldcat.org/oclc/61411507"">661411507</a>","1888, Maine",Documentary,Folkfilms.com,,,,English,,,,,,,,,,,,"<div class=""element-text""><a href=""http://www.folkfilms.com/New_Folder/Hard_Work.htm"">http://www.folkfilms.com/New_Folder/Hard_Work.htm</a><br/><br/> <a href=""http://www.folkfilms.com/Video/HARDWORK.wmv"">http://www.folkfilms.com/Video/HARDWORK.wmv</a> (preview available here) <br/><br/><a href=""http://www.mpbn.net/Home/tabid/36/ctl/ViewItem/mid/3457/ItemId/14071/Default.aspx"">http://www.mpbn.net/Home/tabid/36/ctl/ViewItem/mid/3457/ItemId/14071/Default.aspx</a></div>",,,,,https://francolibrary.com/archive/files/a05ffaacf55dbe30e8381e221bbeeac7.jpg,Business and Economics;Emigration and Immigration;Family;Gender and Sexuality;Labor History;Maine;Mills and Mill Work;Personal History: Biography and Oral History;Social History,Audio & Video
Greetings from Aroostook: Postcard DVD,"From Crown of Maine Productions: ""'Greetings From Aroostook' is a seventeen minute DVD featuring spectacular scenery, people and wildlife of The County set to music. The DVD includes scenes throughout the area from the Million Dollar View south of Houlton to Ramsey Ledge in The Allagash. It's narrated by Layne Longfellow, relative of the poet. It includes activities from different seasons of the year from skiing and snowmobiling to hiking and kayaking. Various cultural events are included from the Acadian Festival in The Valley to the Midsommar Festival in New Sweden, and, of course, Fort Fairfield's Potato Blossom Festival. It even has a scene of youngsters picking potatoes at harvest time. It's a wonderful reminder of life in The County - 'The Way Maine Used To Be,' as some say. And it's a great gift idea for friends and family who live outside the area to give them a taste of home, or to entice them to visit.""","Jepson, Brenda N. (director)",Watch: PREVIEW,,2006,"Longfellow, Layne (narrator)",English,,,,Film,"<a href=""http://www.worldcat.org/oclc/76891153"">76891153</a>","2006; Aroostook County, Maine",Documentary,Crown of Maine Productions,,,,English,,,,00:17:00,,,,,,,,"<div class=""element-text""><a href=""http://www.crownofmaineproductions.com/ArooGreetDVD.html"">http://www.crownofmaineproductions.com/ArooGreetDVD.html</a></div>",,,,,https://francolibrary.com/archive/files/cb9fcb311812bf7c25cd8c7d1a606b79.jpg,Acadians;Aroostook County ME;Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;Labor History;Native Americans,Audio & Video
"The Story of the Acadians: A Tale of Discovery, Tragedy, and Determination","From Crown of Maine Productions: ""'The Story of the Acadians' is a tale of discovery, tragedy and determination  of a peace loving people who never give up. Learn how the first French settlers brought with them pre-fabricated homes from France to North America in 1604, hear about their strong relations with the native people whose alliances helped to save their lives, witness the innovative designs of the French in the construction of the unique fortresses they built, as well as the intricate system of dykes they introduced into North America....Most of all, learn how the French became Acadians with a culture of their own  a culture of family values, of hard work and of a determination never to be destroyed despite numerous attacks by the British  assaults which culminated in one of the worst human tragedies of all time  the Deportation from Nova Scotia.""","Jepson, Brenda N. (director)",Watch: PREVIEW,,2006 (?),"Cyr, Don (featured historian);Duncan, William (illustrator);Longfellow, Layne (narrator)",English,,,,Film,"<a href=""http://www.worldcat.org/oclc/71009361"">71009361</a>","1604-2000, Canada, France, United States",Documentary,Crown of Maine Productions,,,,,,,,,,,,,,,,"<div class=""element-text""><a href=""http://www.crownofmaineproductions.com/storyacadian.html"">http://www.crownofmaineproductions.com/storyacadian.html</a></div>",,,,,https://francolibrary.com/archive/files/4bc5ec363acc43ba335b0f5dd927e4a9.jpg,Acadians;Death and Disaster;Ethnicity and Collective Identity;France;Great Britain;Language and Linguistics;Nova Scotia;Religion;United States;Violence,Audio & Video
Acadian Festival: Celebrate the St. John Valley's French Acadian Heritage,"From Crown of Maine Productions: ""'Acadian Festival' is a lively, one-hour show that features the French of the St John Valley, Maine, celebrating their Acadian history  from a re-enactment of the arrival of the Acadians in 1785 to fascinating demonstrations of Acadian traditions that could be taken straight from the pages of 'Evangeline.'...Music, dance, food, spinning, weaving, basket and snowshoe making are just a few of the Treasures of the Valley featured in this film.""","Jepson, Brenda N. (director)",Watch: PREVIEW,,2003,,"English, with some French",,,,Film,"<a href=""http://www.worldcat.org/oclc/62585434"">62585434</a>","20th century, St. John River Valley, Maine",Documentary,Crown of Maine Productions,,,,,,,,0.041666667,,,,,,,,"<div class=""element-text""><a href=""http://www.crownofmaineproductions.com/festival.html"">http://www.crownofmaineproductions.com/festival.html</a></div>",,,,,https://francolibrary.com/archive/files/6c219487b619f6a8d288fb9171ec245e.jpg,Acadians;Community: Customs and Social Life;Maine;Music;St. John River Valley,Audio & Video
The Franco-American Dimension: New Hampshire,Film on the history of Franco-Americans in the state of New Hampshire. A series of photographs and paintings with descriptive narration.,"Eaton, Aurore Dionne",,,1991,"Marchand, Robert (narrator)",English,,,,Film,"<a href=""http://www.worldcat.org/oclc/74823189"">74823189</a>","20th century, New Hampshire",Documentary,Association Canado-Américaine,,,,English,,,,00:27:00,,,,,,,,,,,,,,Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;New Hampshire,Audio & Video
Le Grand Jack,"Part-fiction documentary on the life and works of Jack Kerouac, a writer from Lowell, Massachusetts, most famous for his Beat Generation novel, ""On the Road."" Pris de l'ONF: ""Docufiction sur Jack Kerouac, un des membres les plus importants du mouvement de la Beat Generation.  Sur la route , une de ses œuvres les plus connues a rendu l'écrivain et poiète américain célièbre apriès sa mort en 1969. Ses textes ont grandement contribué à  la révolution culturelle, sexuelle et sociale des années 1960. Archives, photos, entrevues et reconstitution d'époque, servent de trame au réalisateur pour décortiquer le mythe du héros.""","Chiasson, Herménégilde",Watch/Regarder: FILM,,1987,"Nadon, Guy;Rudder, Michael",Français,,,,Film,"<a href=""http://www.worldcat.org/oclc/40932967"">40932967</a>",20e siiècle; Etats-Unis,Documentary,Office national du film du Canada,,,,,,,,00:54:39,,,,,,,,"<div class=""element-text""><a href=""http://www.onf.ca/film/grand_jack/"">http://www.onf.ca/film/grand_jack/</a></div>",,,,,https://francolibrary.com/archive/files/2a5513c20a19482bac02358f8d500161.jpg,Fiction and Literature;Film and Television;Lowell MA;New York NY;Personal History: Biography and Oral History;Québec;San Francisco CA,Audio & Video
